refseq,gene,exons,8N,8T,33N,33T,51N,51T,mapping_status
NM_024926,TTC26,18,26,51,23,63,68,79,selected
NM_152417,TMEM68,6,111,215,240,428,171,642,selected
NM_018070,SSBP3,17,54,105,81,95,73,115,redundant_transcript
NM_025215,PUS1,6,283,548,178,732,613,450,redundant_transcript
NM_007303,BRCA1,22,80,155,107,235,232,346,redundant_transcript
NR_002433,SNORD12C,1,2036,3932,34106,7893,5698,17227,selected
NM_001009955,SSBP3,17,57,111,84,99,78,118,redundant_transcript
NM_001099415,POM121C,15,44,86,34,124,132,128,selected
NM_178812,MTDH,12,825,1595,936,790,2063,4675,selected
NM_004910,PITPNM1,24,365,705,192,603,1047,687,redundant_transcript
NM_001130848,PITPNM1,24,365,705,192,602,1041,687,selected
NM_001114089,ENTPD6,14,276,534,187,824,636,458,redundant_transcript
NM_178167,ZNF598,12,468,913,291,1101,836,935,selected
NM_001085462,CTNND1,18,5336,10362,4370,4325,6904,10177,redundant_transcript
NM_014615,KIAA0182,16,677,1321,624,1770,1562,1548,selected
NM_021150,GRIP1,24,97,190,118,36,60,125,selected
NM_001005752,GJB3,2,375,730,295,689,425,1094,selected
NM_012393,PFAS,28,383,745,361,1333,1307,586,selected
NM_018124,RFWD3,13,433,844,339,941,745,1010,selected
NM_001042353,FAM110A,2,141,274,150,644,267,169,selected
NM_207309,UAP1L1,9,108,211,204,640,522,304,selected
NM_001082959,SCARB1,12,73,143,90,533,266,181,redundant_transcript
NM_001895,CSNK2A1,13,391,763,284,807,841,599,redundant_transcript
NM_001105199,TMEM177,2,35,69,31,86,96,104,redundant_transcript
NM_001100421,C21orf91,4,346,672,611,393,483,1422,redundant_transcript
NM_001006610,SIAH1,2,213,416,273,552,358,1021,selected
NM_001127197,ELF4,9,241,468,212,724,774,782,selected
NM_000294,PHKG2,10,170,398,247,656,486,521,selected
NM_003910,BUD31,6,106,289,140,371,308,436,selected
NM_033070,CECR5,8,217,456,246,651,632,348,redundant_transcript
NM_012112,TPX2,18,258,906,404,1069,660,853,selected
NM_130398,EXO1,16,47,97,50,134,107,120,selected
NM_001935,DPP4,26,27,217,22,60,258,51,selected
NM_001085467,CTNND1,17,5272,10453,4358,4350,6854,10123,redundant_transcript
NM_001085465,CTNND1,17,5200,10306,4278,4258,6735,9954,redundant_transcript
NM_001085469,CTNND1,16,5201,10281,4251,4254,6745,9965,redundant_transcript
NM_016094,COMMD2,5,77,153,108,244,184,273,selected
NM_001127181,CENPL,7,35,114,51,77,92,136,selected
NM_133640,MED22,5,117,78,66,309,198,292,selected
NM_012204,GTF3C4,5,493,483,496,1356,900,1331,selected
NM_014624,S100A6,3,1059,1353,1203,3879,4052,5964,selected
NM_144508,CASC5,26,264,733,296,605,502,744,redundant_transcript
NM_031217,KIF18A,17,49,45,50,152,71,105,selected
NM_022111,CLSPN,25,100,322,123,176,268,397,selected
NM_002535,OAS2,10,502,122,243,647,492,1413,redundant_transcript
NM_005273,GNB2,10,641,1465,523,1392,1679,1522,selected
NM_001006624,PDPN,6,138,308,173,461,1300,1028,selected
NM_138349,TP53I13,7,108,376,111,297,437,317,selected
NM_177560,CSNK2A1,12,388,762,280,745,805,570,redundant_transcript
NM_005526,HSF1,13,534,785,360,960,1158,1768,selected
NM_001134473,KIAA0182,15,672,1313,615,1735,1532,1525,redundant_transcript
NM_024009,GJB3,2,384,751,302,725,446,1165,redundant_transcript
NM_007304,BRCA1,23,79,155,107,241,233,350,redundant_transcript
NM_014303,PES1,15,284,555,207,828,783,627,selected
NM_032047,B3GNT5,2,670,1309,993,1637,682,2818,selected
NM_001025243,IRAK1,13,839,1639,463,1545,2419,1489,redundant_transcript
NM_177559,CSNK2A1,14,392,769,286,820,867,611,selected
NM_006636,MTHFD2,8,213,418,258,1263,684,916,redundant_transcript
NM_001040409,MTHFD2,9,213,418,258,1263,684,919,selected
NM_030780,SLC25A32,7,142,279,199,236,427,1010,selected
NM_007299,BRCA1,19,212,416,258,372,446,672,redundant_transcript
NM_007300,BRCA1,18,212,416,258,372,446,671,redundant_transcript
NM_139315,TAF6,15,157,308,151,547,410,429,redundant_transcript
NM_001113347,ECE1,17,462,907,324,1248,2682,1316,redundant_transcript
NM_001130674,CALU,7,692,1355,716,2388,6557,6589,selected
NM_001085468,CTNND1,17,5243,10297,4301,4295,6782,10064,redundant_transcript
NM_001085466,CTNND1,18,5243,10297,4301,4295,6782,10064,redundant_transcript
NM_001085464,CTNND1,18,5249,10360,4319,4306,6790,10095,redundant_transcript
NM_001085463,CTNND1,19,5249,10360,4319,4306,6790,10095,redundant_transcript
NM_000695,ALDH3B2,10,474,1663,385,421,439,653,selected
NM_173611,FAM98B,8,93,190,194,288,165,246,selected
NR_002989,SNORA81,1,3943,13114,127174,48011,18079,26799,selected
NM_001136217,TMEM51,3,109,137,92,269,171,255,redundant_transcript
NM_007370,RFC5,11,65,118,80,269,119,178,redundant_transcript
NM_001130113,RFC5,12,65,118,80,269,119,178,redundant_transcript
NM_001627,ALCAM,16,269,487,403,1086,526,781,selected
NM_170589,CASC5,27,264,733,296,605,502,745,selected
NM_002767,PRPSAP2,12,210,193,225,606,312,566,selected
NM_001114980,TP63,12,3599,2849,4234,11355,2879,11695,redundant_transcript
NM_001114981,TP63,11,3560,2846,4200,11284,2838,11547,redundant_transcript
NM_021809,TGIF2,3,197,457,143,384,332,410,selected
NM_021259,TMEM8,13,287,770,155,417,1215,650,selected
NM_054012,ASS1,15,61,50,22,271,107,161,redundant_transcript
NM_032928,TMEM141,5,120,127,130,502,324,487,selected
NM_005063,SCD,6,1069,3116,561,1193,1162,1736,selected
NM_018448,CAND1,15,1327,3820,1709,1873,2601,3891,selected
NM_001136218,TMEM51,4,108,138,91,264,178,267,redundant_transcript
NM_005342,HMGB3,5,25,157,31,72,93,140,selected
NM_001130112,RFC5,12,65,118,80,271,119,179,selected
NM_001130004,ACTN1,22,2037,2143,1423,7441,4695,7047,selected
NM_001130005,ACTN1,21,2021,2129,1410,7403,4678,6992,redundant_transcript
NM_015250,BICD2,8,1792,1336,1664,4482,2757,4460,selected
NM_014697,NOS1AP,10,34,295,65,177,95,53,selected
NM_138465,GLI4,4,41,82,41,66,101,247,selected
NM_007298,BRCA1,20,78,155,106,235,224,342,redundant_transcript
NM_007305,BRCA1,21,78,155,106,241,225,347,redundant_transcript
NM_018097,CEP27,6,130,258,105,427,348,489,selected
NM_015562,UBXN7,11,524,693,425,1150,977,1916,selected
NM_139123,TAF6,15,166,329,162,562,427,437,redundant_transcript
NM_007194,CHEK2,15,61,121,91,278,153,187,redundant_transcript
NM_016194,GNB5,13,68,108,73,199,281,520,selected
NM_006578,GNB5,11,73,109,73,199,285,535,redundant_transcript
NM_001113349,ECE1,18,456,899,323,1258,2658,1321,redundant_transcript
NM_001397,ECE1,19,457,900,321,1248,2648,1320,redundant_transcript
NM_001421,ELF4,9,240,474,213,736,774,783,redundant_transcript
NM_001247,ENTPD6,15,277,548,187,827,639,459,selected
NM_001219,CALU,7,694,1365,725,2393,6631,6586,redundant_transcript
NM_002547,OPHN1,25,153,145,203,554,284,682,selected
NM_001042371,PGP,2,114,483,130,356,476,360,selected
NM_015949,C7orf20,9,244,640,311,848,803,596,selected
NM_001135581,SLC1A4,8,560,386,523,1427,874,2319,selected
NM_001114982,TP63,9,1410,498,1336,3634,928,3180,redundant_transcript
NR_023316,ACSF3,9,82,164,75,205,322,180,redundant_transcript
NM_030577,TMEM177,2,36,76,31,86,96,104,redundant_transcript
NM_001114978,TP63,13,3496,2826,4041,10989,2794,11375,redundant_transcript
NM_003722,TP63,14,3535,2829,4075,11060,2835,11523,selected
NM_002953,RPS6KA1,22,326,780,311,849,640,769,selected
NM_003981,PRC1,15,355,412,230,656,502,757,selected
NM_001024215,FBLIM1,6,121,258,120,208,530,800,redundant_transcript
NR_004378,SNORD94,1,23467,62618,187259,143767,30013,45355,selected
NM_001102,ACTN1,21,2030,2133,1423,7439,4649,7028,redundant_transcript
NM_014294,TRAM1,11,794,1583,1223,1478,2701,4076,selected
NM_001114090,NGEF,13,96,192,88,654,205,111,redundant_transcript
NM_003930,SKAP2,13,51,102,155,291,376,595,selected
NM_005439,MLF2,9,782,1551,683,1744,1694,2924,selected
NM_001769,CD9,8,1357,2684,2351,3345,1677,3779,selected
NM_003144,SSR1,8,1489,2953,1677,2922,3503,5394,selected
NM_001012427,FOXP4,17,229,455,154,498,531,400,redundant_transcript
NM_024650,C11orf80,17,151,300,276,369,223,434,selected
NM_030815,PDRG1,5,49,98,44,183,139,137,selected
NM_005641,TAF6,15,171,341,162,576,442,445,selected
NM_001048166,STIL,17,93,185,131,280,180,309,selected
NM_003035,STIL,17,93,185,126,279,180,309,redundant_transcript
NM_203295,TRIM7,7,165,370,129,356,199,111,redundant_transcript
NM_001005291,SREBF1,20,715,1522,787,2160,1569,1058,selected
NM_014411,C7orf54,1,83,61,54,150,274,423,selected
NM_001673,ASNS,13,108,190,160,441,127,299,selected
NM_018057,SLC6A15,5,95,2,180,494,68,332,redundant_transcript
NM_001136044,TMUB1,3,121,254,69,190,221,133,selected
NM_001919,DCI,7,156,413,233,641,327,216,selected
NM_001006665,RPS6KA1,21,287,703,298,819,661,748,redundant_transcript
NM_031423,NUF2,14,33,134,81,168,87,133,selected
NM_199413,PRC1,14,351,408,230,649,498,754,redundant_transcript
NM_181578,RFC5,12,65,118,95,293,119,181,redundant_transcript
NM_015995,KLF13,2,1702,2570,1001,3953,5355,8158,selected
NM_001100425,KIAA0895,7,26,53,66,28,50,187,selected
NM_018318,CCDC91,12,141,282,277,303,403,703,selected
NM_138457,FOXP4,17,229,459,154,499,526,397,redundant_transcript
NM_001012426,FOXP4,17,229,459,154,499,533,400,selected
NM_182802,MCM8,19,136,272,137,406,299,141,redundant_transcript
NM_015886,PI15,6,51,103,19,138,1089,557,selected
NM_139122,TAF6,15,154,308,150,540,406,426,redundant_transcript
NM_001008396,WDHD1,25,137,198,157,641,274,418,redundant_transcript
NR_002966,SNORA30,1,43,158,519,374,192,295,selected
NM_018360,CXorf15,10,86,73,80,242,144,221,selected
NM_002996,CX3CL1,3,292,218,258,1453,276,423,selected
NM_001136216,TMEM51,4,109,138,94,273,183,280,selected
NM_003082,SNAPC1,10,105,212,170,359,205,640,selected
NM_001130447,CEP27,5,127,256,103,417,341,475,redundant_transcript
NM_000228,LAMB3,23,2477,4982,1866,4682,2213,11824,selected
NM_004176,SREBF1,19,713,1516,781,2149,1561,1057,redundant_transcript
NM_019089,HES2,4,413,611,372,1029,621,3050,selected
NM_144570,HN1L,5,776,789,577,1596,1134,2899,selected
NM_199203,UBE2V1,8,303,458,252,695,598,1111,selected
NM_021067,GINS1,7,76,181,120,332,145,115,selected
NM_133637,DQX1,12,64,33,53,148,60,336,selected
NM_152371,C1orf93,7,167,340,114,489,453,636,selected
NM_004443,EPHB3,16,402,813,451,605,913,1628,selected
NM_006555,YKT6,7,647,1316,508,1510,2021,1830,selected
NM_001113348,ECE1,19,457,926,334,1292,2682,1334,selected
NM_001017402,LAMB3,22,2476,5012,1883,4698,2261,11801,redundant_transcript
NM_001003800,BICD2,7,2116,1564,1823,5080,3151,4963,redundant_transcript
NM_203294,TRIM7,7,164,369,126,352,192,110,redundant_transcript
NM_031464,RPS6KL1,11,50,130,40,113,191,17,selected
NM_032937,C9orf37,3,34,86,45,127,192,121,selected
NM_182981,OSGIN1,6,26,137,59,166,112,56,redundant_transcript
NM_012129,CLDN12,3,218,175,256,710,734,1465,selected
NM_003038,SLC1A4,8,657,454,607,1682,995,2590,redundant_transcript
NM_014484,MOCS3,1,75,109,42,201,122,188,selected
NM_012118,CCRN4L,3,123,161,54,172,239,369,selected
NM_005207,CRKL,3,1048,1138,719,2365,1907,2938,selected
NM_014264,PLK4,16,86,206,142,237,161,248,selected
NM_002894,RBBP8,19,260,333,392,1278,347,533,selected
NM_198389,PDPN,6,159,325,193,558,1396,1092,redundant_transcript
NM_006474,PDPN,6,159,325,193,564,1400,1094,redundant_transcript
NM_006027,EXO1,15,47,97,46,134,107,119,redundant_transcript
NM_003686,EXO1,15,47,97,46,134,107,119,redundant_transcript
NM_145862,CHEK2,14,59,121,89,269,149,186,redundant_transcript
NM_003506,FZD6,7,546,1116,605,1047,757,9339,selected
NM_001127641,LAMB3,23,2427,4938,1799,4620,2195,11653,redundant_transcript
NM_183005,RPP38,3,37,56,68,192,71,150,selected
NM_014952,BAHD1,7,378,853,233,655,928,835,selected
NM_013994,DDR1,17,1560,3161,1524,4295,1557,5942,redundant_transcript
NM_007086,WDHD1,26,138,199,160,658,276,427,selected
NM_145697,NUF2,14,33,134,84,168,87,135,redundant_transcript
NM_032534,KRBA1,17,133,609,158,448,282,264,selected
NM_021170,HES4,4,103,139,65,185,109,203,selected
NM_033104,STON2,5,787,679,623,1751,1227,3959,selected
NM_199414,PRC1,14,348,400,224,635,481,744,redundant_transcript
NM_016256,NAGPA,10,27,112,30,86,130,61,selected
NM_020311,CXCR7,2,94,88,117,478,1180,1834,selected
NM_016174,CERCAM,13,122,382,152,431,1866,731,selected
NM_013993,DDR1,19,1591,3260,1558,4346,1597,5990,redundant_transcript
NM_001954,DDR1,19,1575,3242,1548,4313,1591,5912,selected
NM_018265,C1orf106,10,280,575,280,378,273,1022,selected
NM_005034,POLR2K,4,133,275,253,164,293,941,selected
NM_170744,UNC5B,17,537,1106,396,2424,1430,1385,selected
NM_002618,PEX13,4,212,436,385,615,652,1366,selected
NM_001008566,TPST2,7,239,493,119,640,649,590,selected
NM_181713,UBXN2A,7,105,217,132,147,232,405,selected
NM_002149,HPCAL1,5,102,210,63,279,255,187,redundant_transcript
NM_182627,WDR53,4,31,50,27,115,98,153,selected
NM_018105,THAP1,3,29,66,57,64,107,167,selected
NM_033319,CENPL,6,35,97,48,68,81,127,redundant_transcript
NM_001114979,TP63,11,1346,478,1177,3339,884,3008,redundant_transcript
NM_001031681,CTNS,13,73,166,118,336,569,275,selected
NR_024185,C7orf49,4,233,335,183,641,571,893,redundant_transcript
NM_018081,WDR79,10,75,184,69,197,164,153,selected
NM_198390,CMIP,21,930,1272,609,1937,1591,2489,redundant_transcript
NM_001821,CHML,1,191,337,276,911,450,705,selected
NM_144682,SLFN13,6,104,35,116,331,155,345,selected
NM_007243,NRM,4,73,151,54,235,143,224,selected
NM_152437,ZNF664,6,975,1045,675,1916,1899,2958,selected
NM_002885,RAP1GAP,25,55,235,75,86,100,157,selected
NM_001127651,NCF2,16,88,183,44,260,691,410,selected
NM_012264,TMEM184B,9,360,745,296,1081,1415,1152,selected
NM_178518,TMEM102,3,136,92,32,93,77,170,selected
NM_001408,CELSR2,34,1966,2970,1514,4330,1662,8095,selected
NM_002627,PFKP,22,316,702,291,835,690,464,selected
NM_001032292,ZNF174,3,25,57,25,73,103,75,selected
NM_024779,PIP4K2C,10,264,371,262,752,472,1183,selected
NM_003774,GALNT4,1,102,96,86,248,262,475,selected
NM_024329,EFHD2,4,369,1333,209,598,1340,1149,selected
NM_019069,WDR5B,1,66,89,44,127,177,323,selected
NM_134325,SLC26A9,22,25,53,12,111,97,9,selected
NM_052934,SLC26A9,21,25,53,12,119,103,9,redundant_transcript
NM_013958,NRG1,7,84,176,76,127,44,99,redundant_transcript
NM_013961,NRG1,7,84,176,76,127,44,99,redundant_transcript
NM_032450,KIAA1833,44,307,641,325,731,686,1256,selected
NM_018120,ARMC1,7,197,412,303,312,517,966,selected
NM_138959,VANGL1,8,477,992,454,453,915,2073,selected
NM_006826,YWHAQ,6,831,1731,1088,2106,1627,3570,selected
NM_013328,PYCR2,7,241,503,346,1731,909,775,selected
NM_181521,CMTM4,4,456,855,365,1436,945,1490,redundant_transcript
NM_002791,PSMA6,7,35,84,55,133,133,209,selected
NM_024033,C7orf49,4,209,283,168,574,532,835,selected
NM_030629,CMIP,21,878,1214,583,1864,1511,2376,selected
NM_001127244,LRRC8A,4,695,872,443,3285,1483,2325,selected
NM_004260,RECQL4,21,203,641,204,496,323,508,selected
NM_019594,LRRC8A,4,681,872,434,3257,1469,2317,redundant_transcript
NR_002979,SNORA49,1,814,2506,6918,6295,2508,3938,selected
NM_053056,CCND1,5,1376,15237,2006,1866,1593,2507,selected
NR_002971,SNORA38,1,66,278,589,745,434,681,selected
NM_016343,CENPF,20,405,984,597,1205,957,1501,selected
NM_018214,LRRC1,14,254,564,315,477,279,438,selected
NR_002956,SNORA14B,1,2671,5704,25991,13038,11961,18754,selected
NM_001100624,CENPN,11,91,178,103,437,230,361,selected
NM_006534,NCOA3,23,1200,2803,1019,1360,2028,3196,selected
NM_181659,NCOA3,23,1210,2835,1023,1364,2039,3213,redundant_transcript
NM_006067,COX4NB,5,122,257,82,339,287,219,selected
NM_001005735,CHEK2,16,61,129,95,283,153,187,selected
NM_001042517,DIAPH3,28,141,296,175,752,300,299,selected
NM_144564,SLC39A3,3,42,89,16,69,131,62,selected
NM_024098,CCDC86,4,215,451,95,286,329,414,selected
NM_001134340,PSMG3,3,81,350,74,214,232,278,selected
NM_001039550,DNAJB2,10,372,537,288,829,1200,1917,selected
NM_022164,TINAGL1,12,147,428,159,460,1038,1401,selected
NM_014603,CDR2L,5,110,380,99,287,725,317,selected
NM_002386,MC1R,1,62,184,64,186,240,178,selected
NM_153704,TMEM67,28,118,250,264,216,184,356,selected
NM_001690,ATP6V1A,15,778,1639,1310,1249,1520,3093,selected
NM_012138,AATF,12,162,344,212,1239,372,512,selected
NM_002610,PDK1,11,268,568,354,586,402,763,selected
NM_012339,TSPAN15,8,36,77,42,307,311,178,selected
NM_138288,C14orf147,2,183,430,427,451,680,1075,selected
NM_005348,HSP90AA1,11,1056,2829,962,2771,2506,3955,redundant_transcript
NM_203291,RBBP8,19,267,322,393,1238,333,528,redundant_transcript
NM_003507,FZD7,1,196,1176,274,795,812,552,selected
NM_133436,ASNS,13,106,189,156,452,133,296,redundant_transcript
NM_002768,CHMP1A,7,680,1445,539,1558,1731,1554,selected
NM_001083314,CHMP1A,6,680,1445,539,1558,1731,1554,redundant_transcript
NM_001002020,PUS1,6,225,479,150,638,532,407,redundant_transcript
NM_001002019,PUS1,6,225,479,153,638,533,409,selected
NM_001099280,KIAA1833,13,275,586,295,674,648,1176,redundant_transcript
NM_182776,MCM7,14,735,1568,734,2144,1556,2083,redundant_transcript
NR_003005,SCARNA4,1,11123,23624,40131,30661,6464,24254,selected
NM_016070,MRPS23,5,121,259,149,318,257,447,selected
NM_031434,TMUB1,3,131,280,80,237,275,153,redundant_transcript
NM_005505,SCARB1,13,78,167,98,538,277,188,selected
NM_000165,GJA1,2,774,1646,1222,1431,1802,14233,selected
NM_014858,TMCC2,6,77,165,86,215,190,362,selected
NM_001628,AKR1B1,10,158,338,121,434,634,401,selected
NM_019885,CYP26B1,6,197,544,225,597,549,875,selected
NR_002585,SNORA52,1,330,739,3217,1717,1881,2996,selected
NM_033011,PLAT,13,255,238,91,783,726,1157,redundant_transcript
NR_024186,C7orf49,4,226,296,180,633,551,881,redundant_transcript
NM_001127245,LRRC8A,3,660,837,414,3144,1418,2262,redundant_transcript
NM_015169,RRS1,1,163,355,162,327,226,362,selected
NR_002583,SNORD72,1,52,380,2503,3994,322,515,selected
NM_019618,IL1F9,5,45,442,71,209,342,392,selected
NM_016176,SDF4,7,590,1669,663,1935,2251,1800,selected
NM_178818,CMTM4,5,156,335,129,502,330,475,selected
NM_005916,MCM7,15,713,1527,712,2125,1487,2076,selected
NM_014638,PLCH2,22,640,410,714,2096,396,1252,selected
NM_002014,FKBP4,10,869,1479,486,1431,1171,1992,selected
NM_025182,KIAA1539,9,114,55,124,365,604,1307,selected
NM_003531,HIST1H3C,1,53,212,95,281,153,96,selected
NM_001008701,LPHN1,24,479,1093,237,695,630,419,selected
NM_014921,LPHN1,23,479,1093,237,695,630,419,redundant_transcript
NM_006736,DNAJB2,9,503,719,369,1081,1637,2663,redundant_transcript
NM_002583,PAWR,7,215,240,231,681,175,743,selected
NM_016547,SDF4,7,595,1672,664,1952,2255,1813,redundant_transcript
NM_021018,HIST1H3F,1,171,385,206,375,176,284,selected
NM_001099287,ICHTHYIN,6,356,540,256,862,386,619,selected
NM_000930,PLAT,14,279,259,95,822,755,1215,selected
NM_030980,ISG20L2,3,225,147,137,461,371,596,selected
NM_032270,LRRC8C,3,199,430,251,319,1094,1761,selected
NM_014916,LMTK2,14,479,1037,541,1844,790,1117,selected
NM_014521,SH3BP4,6,553,1190,442,1606,1272,1802,selected
NM_001813,CENPE,49,226,488,309,546,437,834,selected
NM_001067,TOP2A,35,760,1642,807,4211,1164,1636,selected
NM_018052,VAC14,19,423,912,350,1627,1298,989,selected
NM_003595,TPST2,7,240,519,113,657,650,598,redundant_transcript
NM_022059,CXCL16,6,144,311,55,573,543,253,selected
NM_005026,PIK3CD,24,130,282,205,660,1135,587,selected
NM_005586,MDFI,5,622,1209,371,1101,749,1438,selected
NM_001126130,GINS3,2,38,98,62,185,127,102,redundant_transcript
NM_001083947,TMPRSS4,13,487,467,349,1030,676,1475,selected
NM_019894,TMPRSS4,13,487,467,349,1030,679,1483,redundant_transcript
NM_004937,CTNS,12,76,185,129,384,630,312,redundant_transcript
NM_002415,MIF,3,514,1114,597,1763,1095,1153,selected
NM_012121,CDC42EP4,2,448,1034,271,802,991,1222,selected
NM_016623,FAM49B,15,300,652,391,630,740,1547,selected
NM_001100812,CXCL16,5,78,170,24,266,343,160,redundant_transcript
NM_017671,FERMT1,15,465,685,762,2267,1284,2081,selected
NM_032036,IFI27L2,4,51,31,90,283,143,231,selected
NM_015895,GMNN,7,72,221,139,120,125,203,selected
NM_001080470,ZNF697,3,50,190,70,185,461,744,selected
NM_007197,FZD10,1,99,218,92,324,105,154,selected
NM_001126129,GINS3,4,43,103,66,198,130,114,selected
NM_022770,GINS3,3,43,103,66,198,130,114,redundant_transcript
NM_003173,SUV39H1,6,48,112,91,273,193,157,selected
NM_001361,DHODH,9,51,139,52,157,145,47,selected
NM_004313,ARRB2,15,142,372,143,428,1181,225,selected
NM_012427,KLK5,6,234,45,94,731,1002,1631,redundant_transcript
NM_212476,FN1,44,1891,4178,2456,16715,42433,28282,redundant_transcript
NM_152307,C14orf172,4,254,560,193,995,591,655,selected
NM_032283,ZDHHC18,8,528,1161,257,832,1272,1025,selected
NM_003536,HIST1H3H,1,86,190,83,351,138,132,selected
